ad_id,visitorEmail,clickedOrNot,stayTime
64e84fe3a80aee74d3336102,sujan@alpastechnology.com,1,1.0
64e8510aa80aee74d3336109,kiran.guragai+ats2learner@olivegroup.io,1,1.0
64e84fe3a80aee74d3336102,kiran.guragai+ats2learner@olivegroup.io,1,1.0
64e86acda80aee74d33361c7,kiran.guragai+ats2learner@olivegroup.io,1,1.0
64e89503e82792fc04d93639,kiran.guragai+ats2learner@olivegroup.io,1,1.0
64e730a70bc46ae6cdda5f85,kiran.guragai+ats2learner@olivegroup.io,1,1.0
64e5f6fdf0506b6f453b0c46,kiran.guragai+ats2learner@olivegroup.io,1,1.0
64e585972af107d314490df6,kiran.guragai+ats2learner@olivegroup.io,1,1.0
64d9af9d3709c058de980f94,kiran.guragai+ats2learner@olivegroup.io,1,1.0
64d9af723709c058de980f8d,kiran.guragai+ats2learner@olivegroup.io,1,1.0
64d9af2b3709c058de980f7f,kiran.guragai+ats2learner@olivegroup.io,1,1.0
64d9af4d3709c058de980f86,kiran.guragai+ats2learner@olivegroup.io,1,1.0
64d9aeef3709c058de980f64,kiran.guragai+ats2learner@olivegroup.io,0,3.0
64d4e9ff3709c058de9809ec,kiran.guragai+ats2learner@olivegroup.io,0,33.0
64e86acda80aee74d33361c7,subodh+ats2@alpastechnology.com,1,1.0
64e89503e82792fc04d93639,subodh+ats2@alpastechnology.com,1,1.0
64e84fe3a80aee74d3336102,subodh+ats2@alpastechnology.com,1,1.0
64e8510aa80aee74d3336109,subodh+ats2@alpastechnology.com,1,1.0
64e89503e82792fc04d93639,kalichy@yopmail.com,1,1.0
64e89503e82792fc04d93639,basanta.learner@yopmail.com,1,1.0
64e86acda80aee74d33361c7,basanta.learner@yopmail.com,0,4.0
64ec1e7fb89ce015589b43c1,basanta.learner@yopmail.com,1,1.0
64ec1e7fb89ce015589b43c1,ganeshstha977@gmail.com,1,1.0
64e89503e82792fc04d93639,ganeshstha977@gmail.com,1,1.0
64e86acda80aee74d33361c7,ganeshstha977@gmail.com,1,1.0
64e8510aa80aee74d3336109,ganeshstha977@gmail.com,1,1.0
64ec1e7fb89ce015589b43c1,gamification.learner2@yopmail.com,1,1.0
64e89503e82792fc04d93639,gamification.learner2@yopmail.com,1,1.0
64e86acda80aee74d33361c7,gamification.learner2@yopmail.com,1,1.0
64e8510aa80aee74d3336109,gamification.learner2@yopmail.com,1,1.0
64ec1e7fb89ce015589b43c1,kalisplash1@yopmail.com,1,1.0
64e89503e82792fc04d93639,kalisplash1@yopmail.com,1,1.0
64e8510aa80aee74d3336109,ats2user3@yopmail.com,1,1.0
64e89503e82792fc04d93639,ats2user3@yopmail.com,1,1.0
64ec1e7fb89ce015589b43c1,ats2user3@yopmail.com,1,1.0
64e86acda80aee74d33361c7,ats2user3@yopmail.com,1,1.0
64ed84a29741df31bb89839a,basanta.learner@yopmail.com,1,30.0
64d9aeef3709c058de980f64,basanta.learner@yopmail.com,1,1.0
64ec1e7fb89ce015589b43c1,basanta.learner@yopmail.com,1,1.0
64ec1e7fb89ce015589b43c1,new.ats2.user@yopmail.com,1,1.0
64ed84a29741df31bb89839a,skillshub.test.user@yopmail.com,1,2.0
64f56ff375439e26cd6fb7f9,skillshub.test.user@yopmail.com,1,1.0
64ed84a29741df31bb89839a,info@ucdrugby.com,1,41.0
64f56ff375439e26cd6fb7f9,info@ucdrugby.com,1,1.0
64ec1e7fb89ce015589b43c1,subodh+ats2@alpastechnology.com,1,1.0
64f56ff375439e26cd6fb7f9,subodh+ats2@alpastechnology.com,1,1.0
64ed84a29741df31bb89839a,skillshub.learner1@yopmail.com,1,7.0
64f56ff375439e26cd6fb7f9,skillshub.learner1@yopmail.com,1,1.0
64ed84a29741df31bb89839a,test.demo@yopmail.com,1,2.0
64f56ff375439e26cd6fb7f9,test.demo@yopmail.com,0,219.0
64f56ff375439e26cd6fb7f9,basanta.learner@yopmail.com,0,40.0
64ec1e7fb89ce015589b43c1,ats.addtech.learner@yopmail.com,1,1.0
64f6bef9933a9fe12bc41e20,ats.addtech.learner@yopmail.com,0,1.0
64f56ff375439e26cd6fb7f9,ats.addtech.learner@yopmail.com,1,1.0
64f6c02a933a9fe12bc41e5e,test.demo@yopmail.com,0,218.0
64f6bef9933a9fe12bc41e20,basanta.learner@yopmail.com,0,38.0
64f6c757933a9fe12bc41f9a,test.demo@yopmail.com,0,33.0
64f6c757933a9fe12bc41f9a,basanta.learner@yopmail.com,0,35.0
64f6c757933a9fe12bc41f9a,ats.addtech.learner@yopmail.com,0,1.0
64ed84a29741df31bb89839a,basanta.learner@yopmail.com,1,7.0
64f6c757933a9fe12bc41f9a,basanta.learner@yopmail.com,1,1.0
64f56ff375439e26cd6fb7f9,basanta.learner@yopmail.com,1,1.0
64f6c02a933a9fe12bc41e5e,basanta.learner@yopmail.com,1,1.0
64f6ecd1189d0592dafa9110,subodh+ats2@alpastechnology.com,1,1.0
64f6c757933a9fe12bc41f9a,subodh+ats2@alpastechnology.com,1,1.0
64f6bef9933a9fe12bc41e20,subodh+ats2@alpastechnology.com,0,1.0
64f6ecd1189d0592dafa9110,ats.addtech.learner@yopmail.com,1,1.0
64f6c757933a9fe12bc41f9a,demo.manual2@yopmail.com,1,1.0
64f6bef9933a9fe12bc41e20,demo.manual2@yopmail.com,1,1.0
64f56ff375439e26cd6fb7f9,demo.manual2@yopmail.com,1,1.0
64ec1e7fb89ce015589b43c1,sujan@alpastechnology.com,1,1.0
64f6ecd1189d0592dafa9110,sujan@alpastechnology.com,1,1.0
64f56ff375439e26cd6fb7f9,sujan@alpastechnology.com,1,1.0
64f6bef9933a9fe12bc41e20,sujan@alpastechnology.com,1,1.0
64f6c757933a9fe12bc41f9a,sujan@alpastechnology.com,1,1.0
64ed84a29741df31bb89839a,sujan@alpastechnology.com,1,1.0
64f6ecd1189d0592dafa9110,ganeshstha977@yopmail.com,1,1.0
64ec1e7fb89ce015589b43c1,ganeshstha977@yopmail.com,1,1.0
64f6ecd1189d0592dafa9110,sukritimahaju82@gmail.com,1,1.0
64f954f754928298d3d39dd6,basanta.learner@yopmail.com,0,2.0
64f6ecd1189d0592dafa9110,basanta.learner@yopmail.com,0,2.0
64f956ab9fb606113c206088,basanta.learner@yopmail.com,0,3.0
64f956ab9fb606113c206088,demo.manual2@yopmail.com,0,1.0
64f954f754928298d3d39dd6,demo.manual2@yopmail.com,0,2.0
64f6ecd1189d0592dafa9110,demo.manual2@yopmail.com,0,1.0
64f9577d9fb606113c2060da,basanta.learner@yopmail.com,0,29.0
64f958099fb606113c206100,basanta.learner@yopmail.com,0,27.0
64f9577d9fb606113c2060da,demo.manual2@yopmail.com,1,1.0
64f958099fb606113c206100,demo.manual2@yopmail.com,1,1.0
64d485d31b5d79c7433befa4,basanta.learner@yopmail.com,1,1.0
64d485d31b5d79c7433befa4,demo.manual2@yopmail.com,1,1.0
64f973d65246c0217e28749c,basanta.learner@yopmail.com,1,22.0
64f973d65246c0217e28749c,ats.test.demo@yopmail.com,1,3.0
64f956ab9fb606113c206088,ats.test.demo@yopmail.com,1,1.0
64f954f754928298d3d39dd6,ats.test.demo@yopmail.com,1,1.0
64f6ecd1189d0592dafa9110,ats.test.demo@yopmail.com,1,1.0
64f973d65246c0217e28749c,demo.manual2@yopmail.com,1,30.0
64f6c757933a9fe12bc41f9a,skillsbase12345200@yopmail.com,1,1.0
64f56ff375439e26cd6fb7f9,skillsbase12345200@yopmail.com,1,1.0
64f6c02a933a9fe12bc41e5e,skillsbase12345200@yopmail.com,1,1.0
64f6c02a933a9fe12bc41e5e,skillsbase12345@yopmail.com,1,1.0
64f6c757933a9fe12bc41f9a,skillsbase12345@yopmail.com,1,1.0
64f56ff375439e26cd6fb7f9,skillsbase12345@yopmail.com,1,1.0
64f9b87a536a4669f1ce5f44,hiup.solutions@mailinator.com,0,1.0
64f9ba02536a4669f1ce5fa5,hiup.solutions@mailinator.com,0,8.0
64f9ba68536a4669f1ce5fc7,hiup.solutions@mailinator.com,0,6.0
64f9b962536a4669f1ce5f9c,basanta.learner@yopmail.com,0,3.0
64f9bcdf536a4669f1ce6011,hiup.solutions@mailinator.com,0,3089.0
64f9bde2536a4669f1ce6033,hiup.solutions@mailinator.com,0,2.0
64f9be7b536a4669f1ce606d,hiup.solutions@mailinator.com,0,10.0
64f9bfc3536a4669f1ce60b3,hiup.solutions@mailinator.com,0,5.0
64f9b962536a4669f1ce5f9c,demo.manual2@yopmail.com,0,1.0
64f9b918536a4669f1ce5f8a,basanta.learner@yopmail.com,1,1.0
64f9b6da536a4669f1ce5f1f,basanta.learner@yopmail.com,1,1.0
64f9c044536a4669f1ce6141,hiup.solutions@mailinator.com,0,13.0
64fac6fa536a4669f1ce66f2,hiup.solutions@mailinator.com,0,10.0
64faddd1536a4669f1ce6880,hiup.solutions@mailinator.com,0,1.0
64fadfeb536a4669f1ce68bb,hiup.solutions@mailinator.com,0,0.0
64f973d65246c0217e28749c,sujan@alpastechnology.com,1,27.0
64f954f754928298d3d39dd6,sujan@alpastechnology.com,1,1.0
64f956ab9fb606113c206088,sujan@alpastechnology.com,1,1.0
64f9b962536a4669f1ce5f9c,sujan@alpastechnology.com,1,1.0
64f9577d9fb606113c2060da,sujan@alpastechnology.com,1,1.0
64f958099fb606113c206100,sujan@alpastechnology.com,1,1.0
64faf388536a4669f1ce69fa,hiup.solutions@mailinator.com,0,1.0
64fe8fd9536a4669f1ce6c83,hiup.solutions@mailinator.com,0,7.0
64fea99db9a8a910f2718030,hiup.solutions@mailinator.com,0,4.0
64f9b962536a4669f1ce5f9c,ats.test.demo@yopmail.com,1,1.0
64f973d65246c0217e28749c,ganeshstha977@yopmail.com,1,26.0
64f956ab9fb606113c206088,ganeshstha977@yopmail.com,0,5.0
64f954f754928298d3d39dd6,ganeshstha977@yopmail.com,1,1.0
64f9b962536a4669f1ce5f9c,ganeshstha977@yopmail.com,0,1.0
64feff9bbf3510108c165d0e,hiup.solutions@mailinator.com,0,13.0
64ff001abf3510108c165d30,hiup.solutions@mailinator.com,0,6.0
64ff0212bf3510108c165e1b,hiup.solutions@mailinator.com,0,6.0
64f6c02a933a9fe12bc41e5e,sujan@alpastechnology.com,1,1.0
64f9b918536a4669f1ce5f8a,sujan@alpastechnology.com,1,1.0
64f9b6da536a4669f1ce5f1f,sujan@alpastechnology.com,1,1.0
64f6c757933a9fe12bc41f9a,sujan@alpastechnology.com,1,1.0
65004d52ebd361765ce2fb98,pramod.phanait@olivegroup.io,1,1.0
6500584077a405edd725a9a9,pramod.phanait@olivegroup.io,1,1.0
65013fccde34295180bdf86c,pramod.phanait@olivegroup.io,1,1.0
65000f79d382c81e68d34769,pramod.phanait@olivegroup.io,1,1.0
65000d0fa6da3ceee3708d75,pramod.phanait@olivegroup.io,1,1.0
64ffff48bf3510108c165f6b,pramod.phanait@olivegroup.io,1,1.0
65000053bf3510108c165f8d,pramod.phanait@olivegroup.io,1,1.0
64ff0212bf3510108c165e1b,pramod.phanait@olivegroup.io,1,1.0
64ff001abf3510108c165d30,pramod.phanait@olivegroup.io,1,1.0
64feff9bbf3510108c165d0e,pramod.phanait@olivegroup.io,1,1.0
64fea99db9a8a910f2718030,pramod.phanait@olivegroup.io,1,1.0
64fe8fd9536a4669f1ce6c83,pramod.phanait@olivegroup.io,1,1.0
64faf388536a4669f1ce69fa,pramod.phanait@olivegroup.io,1,1.0
64f958099fb606113c206100,ganeshstha977@yopmail.com,1,1.0
64f6c757933a9fe12bc41f9a,ganeshstha977@yopmail.com,0,1.0
64f9577d9fb606113c2060da,ganeshstha977@yopmail.com,1,1.0
64f6bef9933a9fe12bc41e20,ganeshstha977@yopmail.com,0,1.0
65013fccde34295180bdf86c,hiup.solutions@mailinator.com,1,1.0
65004d52ebd361765ce2fb98,hiup.solutions@mailinator.com,0,6.0
6500584077a405edd725a9a9,hiup.solutions@mailinator.com,1,1.0
65000f79d382c81e68d34769,hiup.solutions@mailinator.com,1,1.0
6504173435a01ee37ff5fddb,ganeshstha977@yopmail.com,0,1.0
650a9e9fe3bc42602b5ce6e8,hiup.solutions@mailinator.com,0,11.0
6509896ee3bc42602b5cdfe7,hiup.solutions@mailinator.com,1,1.0
65097a05e3bc42602b5cdd21,hiup.solutions@mailinator.com,1,1.0
65098765e3bc42602b5cdf6f,hiup.solutions@mailinator.com,1,1.0
650ad147b0c8b0fea133cf18,hiup.solutions@mailinator.com,1,1.0
650bdf990063a1c17beae74b,hiup.solutions@mailinator.com,0,8.0
650be0d40063a1c17beae78a,hiup.solutions@mailinator.com,1,1.0
650acf32b0c8b0fea133ce99,hiup.solutions@mailinator.com,0,11.0
650aba79b0c8b0fea133cb7c,hiup.solutions@mailinator.com,0,216.0
650aba7ab0c8b0fea133cb83,hiup.solutions@mailinator.com,0,212.0
650aba2bb0c8b0fea133cb68,hiup.solutions@mailinator.com,1,1.0
650aba2ab0c8b0fea133cb61,hiup.solutions@mailinator.com,1,1.0
650ab969b0c8b0fea133cb31,hiup.solutions@mailinator.com,1,1.0
650ab968b0c8b0fea133cb2a,hiup.solutions@mailinator.com,1,1.0
650aadaa2d6700fe2b24e0cb,hiup.solutions@mailinator.com,1,1.0
650aa171e3bc42602b5ce808,hiup.solutions@mailinator.com,1,1.0
650aa0d0e3bc42602b5ce78e,hiup.solutions@mailinator.com,1,1.0
650ab9a7b0c8b0fea133cb3a,hiup.solutions@mailinator.com,1,1.0
650ab9d6b0c8b0fea133cb43,hiup.solutions@mailinator.com,0,8.0
650ab6fcb0c8b0fea133caa1,hiup.solutions@mailinator.com,1,1.0
650ab1742d6700fe2b24e1bd,hiup.solutions@mailinator.com,0,4.0
650ab0792d6700fe2b24e18a,hiup.solutions@mailinator.com,1,1.0
650aaec92d6700fe2b24e109,hiup.solutions@mailinator.com,0,9.0
650aa103e3bc42602b5ce7ce,hiup.solutions@mailinator.com,0,6.0
650aa0ede3bc42602b5ce7ae,hiup.solutions@mailinator.com,0,9.0
650aa0a7e3bc42602b5ce757,hiup.solutions@mailinator.com,1,1.0
650a9f1fe3bc42602b5ce72b,hiup.solutions@mailinator.com,1,1.0
65096b4e91a3710ee6c74ab0,hiup.solutions@mailinator.com,1,1.0
6509614e91a3710ee6c7497a,hiup.solutions@mailinator.com,1,1.0
6509613491a3710ee6c74968,hiup.solutions@mailinator.com,1,1.0
65095b1c91a3710ee6c747ce,hiup.solutions@mailinator.com,1,1.0
65094d4691a3710ee6c746f6,hiup.solutions@mailinator.com,1,1.0
650948d091a3710ee6c74613,hiup.solutions@mailinator.com,1,1.0
6509469b91a3710ee6c74594,hiup.solutions@mailinator.com,1,1.0
6509326ad547f7ef432c8de8,hiup.solutions@mailinator.com,1,1.0
65000d0fa6da3ceee3708d75,hiup.solutions@mailinator.com,1,1.0
65000053bf3510108c165f8d,hiup.solutions@mailinator.com,1,1.0
64ffff48bf3510108c165f6b,hiup.solutions@mailinator.com,1,1.0
64fade40536a4669f1ce68b4,hiup.solutions@mailinator.com,1,1.0
650c22e637335e7109d00919,hiup.solutions@mailinator.com,0,3.0
650c229d37335e7109d008d3,hiup.solutions@mailinator.com,0,8.0
650bf43f0063a1c17beae85b,prashant.chaulagain+member@olivegroup.io,1,8.0
650c248f37335e7109d00953,prashant.chaulagain+member@olivegroup.io,1,1.0
6511100c1a0891c97c7f1ffb,prashant.chaulagain+member@olivegroup.io,1,1.0
650bfa7b65ee13d8662e8bcb,prashant.chaulagain+member@olivegroup.io,1,1.0
650bf54e0063a1c17beae87e,prashant.chaulagain+member@olivegroup.io,1,1.0
650c25dd37335e7109d0099b,prashant.chaulagain+member@olivegroup.io,1,1.0
650ab949b0c8b0fea133cb01,prashant.chaulagain+member@olivegroup.io,1,1.0
64f6c757933a9fe12bc41f9a,prashant.chaulagain+member@olivegroup.io,1,1.0
651134691a0891c97c7f219b,hiup.solutions@mailinator.com,0,3.0
651152801a0891c97c7f230e,hiup.solutions@mailinator.com,1,1.0
651299fa7dcb4cc2eb09c944,hiup.solutions@mailinator.com,1,1.0
651298217dcb4cc2eb09c906,hiup.solutions@mailinator.com,1,1.0
6512a1757dcb4cc2eb09c9a4,hiup.solutions@mailinator.com,1,1.0
651298607dcb4cc2eb09c915,hiup.solutions@mailinator.com,1,1.0
65128c8d7dcb4cc2eb09c81f,hiup.solutions@mailinator.com,1,1.0
6513ba157dcb4cc2eb09ce49,hiup.solutions@mailinator.com,1,1.0
6512ae4b7dcb4cc2eb09cb7c,hiup.solutions@mailinator.com,1,1.0
6513cbc57dcb4cc2eb09d2d5,hiup.solutions@mailinator.com,1,1.0
6513cc067dcb4cc2eb09d2e9,hiup.solutions@mailinator.com,1,1.0
6513cace7dcb4cc2eb09d2b3,hiup.solutions@mailinator.com,1,1.0
6513cace7dcb4cc2eb09d2b3,hiup.solutions@mailinator.com,1,1.0
6513c85d7dcb4cc2eb09d27a,hiup.solutions@mailinator.com,1,1.0
6513d9a77dcb4cc2eb09d393,hiup.solutions@mailinator.com,1,1.0
6513bad77dcb4cc2eb09ceb5,hiup.solutions@mailinator.com,1,1.0
6513ba877dcb4cc2eb09ce98,hiup.solutions@mailinator.com,1,1.0
6513b9a77dcb4cc2eb09ce18,hiup.solutions@mailinator.com,1,1.0
6513b7577dcb4cc2eb09cdbc,hiup.solutions@mailinator.com,1,1.0
6512ab997dcb4cc2eb09cb43,hiup.solutions@mailinator.com,1,1.0
650bf43f0063a1c17beae85b,ganeshstha977@yopmail.com,1,4.0
650c248f37335e7109d00953,ganeshstha977@yopmail.com,1,1.0
6511100c1a0891c97c7f1ffb,ganeshstha977@yopmail.com,1,1.0
650bfa7b65ee13d8662e8bcb,ganeshstha977@yopmail.com,1,1.0
650bf54e0063a1c17beae87e,ganeshstha977@yopmail.com,1,1.0
650ab949b0c8b0fea133cb01,ganeshstha977@yopmail.com,1,1.0
650c25dd37335e7109d0099b,ganeshstha977@yopmail.com,1,1.0
650bf43f0063a1c17beae85b,demo.manual2@yopmail.com,1,34.0
6511100c1a0891c97c7f1ffb,demo.manual2@yopmail.com,1,1.0
650c248f37335e7109d00953,demo.manual2@yopmail.com,1,1.0
650bfa7b65ee13d8662e8bcb,demo.manual2@yopmail.com,1,1.0
650bf54e0063a1c17beae87e,demo.manual2@yopmail.com,1,1.0
650c25dd37335e7109d0099b,demo.manual2@yopmail.com,1,1.0
650ab949b0c8b0fea133cb01,demo.manual2@yopmail.com,1,1.0
650c25dd37335e7109d0099b,ystem.ats123@yopmail.com,1,1.0
650ab949b0c8b0fea133cb01,ystem.ats123@yopmail.com,1,1.0
64f6c757933a9fe12bc41f9a,ystem.ats123@yopmail.com,1,1.0
650bf43f0063a1c17beae85b,basanta.learner@yopmail.com,1,3.0
6511100c1a0891c97c7f1ffb,basanta.learner@yopmail.com,1,1.0
650c248f37335e7109d00953,basanta.learner@yopmail.com,0,2.0
650bfa7b65ee13d8662e8bcb,basanta.learner@yopmail.com,1,1.0
650bf54e0063a1c17beae87e,basanta.learner@yopmail.com,1,1.0
650c25dd37335e7109d0099b,basanta.learner@yopmail.com,1,1.0
650ab949b0c8b0fea133cb01,basanta.learner@yopmail.com,1,1.0
651534776fd6976eb4e21689,hiup.solutions@mailinator.com,1,1.0
6515355dc6575cca021833a4,hiup.solutions@mailinator.com,1,1.0
651511045f9cc2a2392d5fc4,hiup.solutions@mailinator.com,1,1.0
6515112f5f9cc2a2392d5fe3,hiup.solutions@mailinator.com,1,1.0
65150faa5f9cc2a2392d5f73,hiup.solutions@mailinator.com,1,1.0
651411fe7dcb4cc2eb09d7a6,hiup.solutions@mailinator.com,1,1.0
651411fe7dcb4cc2eb09d7a6,hiup.solutions@mailinator.com,1,1.0
651411ec7dcb4cc2eb09d792,hiup.solutions@mailinator.com,1,1.0
651411ec7dcb4cc2eb09d792,hiup.solutions@mailinator.com,1,1.0
651411787dcb4cc2eb09d71a,hiup.solutions@mailinator.com,1,1.0
6514115f7dcb4cc2eb09d706,hiup.solutions@mailinator.com,1,1.0
651405207dcb4cc2eb09d6c2,hiup.solutions@mailinator.com,1,1.0
6513da037dcb4cc2eb09d3cb,hiup.solutions@mailinator.com,1,1.0
651411c77dcb4cc2eb09d76f,hiup.solutions@mailinator.com,0,8.0
6504173435a01ee37ff5fddb,demo.manual2@yopmail.com,1,1.0
65157019bc1ac84b73aa9cc5,hiup.solutions@mailinator.com,0,7.0
651c029d62b68bbeaad67bfc,skillsbase12345@yopmail.com,1,1.0
651d02a0dc9273769d3d765e,skillsbase12345@yopmail.com,1,1.0
650ab8bab0c8b0fea133caeb,qa.admin43@yopmail.com,1,1.0
64f6c757933a9fe12bc41f9a,qa.admin43@yopmail.com,1,1.0
650ab8acb0c8b0fea133cadf,qa.admin43@yopmail.com,1,1.0
651cf7d5dc9273769d3d7601,hiup.solutions@mailinator.com,0,2.0
651cf711dc9273769d3d75f0,hiup.solutions@mailinator.com,1,1.0
651babd316d2d412d4256094,hiup.solutions@mailinator.com,1,1.0
651cefeedc9273769d3d7526,hiup.solutions@mailinator.com,1,1.0
65164fd9bc1ac84b73aaa266,hiup.solutions@mailinator.com,0,6.0
651b9cf798c127afdab812b5,hiup.solutions@mailinator.com,1,1.0
651aa4edd9b0eb6c2842056e,hiup.solutions@mailinator.com,1,1.0
651a9bbcd9b0eb6c284204cc,hiup.solutions@mailinator.com,1,1.0
651a93f1c8a667c37db0db94,hiup.solutions@mailinator.com,1,1.0
651a6bf45693e323855a3e9b,hiup.solutions@mailinator.com,1,1.0
651a6ab75693e323855a3e6f,hiup.solutions@mailinator.com,1,1.0
651a6a0f5693e323855a3e57,hiup.solutions@mailinator.com,1,1.0
651e3784b853050872086548,hiup.solutions@mailinator.com,0,1.0
651c029d62b68bbeaad67bfc,demo.manual2@yopmail.com,0,1.0
651c029d62b68bbeaad67bfc,basanta.learner@yopmail.com,1,1.0
651c029d62b68bbeaad67bfc,basanta.learner@yopmail.com,1,1.0
651d02a0dc9273769d3d765e,basanta.learner@yopmail.com,1,1.0
650ab8acb0c8b0fea133cadf,basanta.learner@yopmail.com,1,1.0
650ab8bab0c8b0fea133caeb,basanta.learner@yopmail.com,1,1.0
651baed016d2d412d42560dc,hiup.solutions@mailinator.com,1,1.0
651a9c17d9b0eb6c284204e3,hiup.solutions@mailinator.com,1,1.0
651e49adb853050872086867,hiup.solutions@mailinator.com,1,1.0
651e47edb853050872086846,hiup.solutions@mailinator.com,1,1.0
651e5d75b853050872086980,hiup.solutions@mailinator.com,1,1.0
651e49f2b85305087208686e,hiup.solutions@mailinator.com,1,1.0
